drugbank_id	name	groups	pubchem_ids	description	indications	targets
DB11730	Ribociclib	investigational; approved	44631912	-	"Kisqali (ribociclib) is a selective cyclin-dependent kinase inhibitor, a class of drugs that help slow the progression of cancer by inhibiting two proteins called cyclin-dependent kinase 4 and 6 (CDK4/6). These proteins, when over-activated, can enable cancer cells to grow and divide too quickly. Targeting CDK4/6 with enhanced precision may play a role in ensuring that cancer cells do not continue to replicate uncontrollably."	Q00534; P11802; P03372; P06401
DB11732	Lasmiditan	investigational; approved	11610526	-	"Lasmiditan is indicated for the acute treatment of migraine with or without aura in adults.[L9338]"	P30939
DB06191	Zosuquidar	investigational	153997	-	"Investigated for use/treatment in leukemia (myeloid) and myelodysplastic syndrome."	P08183
DB06190	Solabegron	investigational	9887812	-	"Investigated for use/treatment in diabetes mellitus type 2, irritable bowel syndrome (IBS), and urinary incontinence."	P07550; P13945
DB06195	Seliciclib	investigational	160355	-	"Investigated for use/treatment in breast cancer, lung cancer, lymphoma (unspecified), multiple myeloma, leukemia (lymphoid), and cancer/tumors (unspecified)."	P28482; P06493; P50613; Q00535; P27361; P49674; P50750; P24941
DB06194	Elocalcitol	investigational	11396600	-	"Investigated for use/treatment in benign prostatic hyperplasia, urinary incontinence, prostate disorders, and infertility."	P11473
DB06196	Icatibant	investigational; approved	71364	-	"Approved for use in acute attacks of hereditary angioedema (HAE). Investigated for use/treatment in angioedema, liver disease, and burns and burn infections."	P30411; P15144; P46663
DB06199	Atrasentan	investigational	159594	-	"Investigated for use/treatment in prostate cancer and cancer/tumors (unspecified)."	P24530; P25101
DB09026	Aliskiren	investigational; approved	5493444	-	"For the treatment of hypertension, to lower blood pressure."	P08684; P00797
DB08848	Guvacine	experimental	3532	-	"There is no approved indication for guvacine."	P30531; Q9NSD5; P48065; P48066
DB02342	2-Methoxyestradiol	investigational	16760554	-	"For the treatment of breast cancer and inflammatory diseases such as rheumatoid arthritis."	Q16678; Q9H4B7; P21964; P04798; P11511; Q16665
DB06729	Sulfaphenazole	approved	5335	-	"For the treatment bacterial infections."	P0AC13
DB08844	Uric acid	investigational	1175	-	"At present (August 2013), there is no approved indication for uric acid.  The potential therapeutic use for uric acid is as an adjunct in acute ischemic stroke."	P06737
DB08846	Ellagic acid	investigational	5281855	-	"Ellagic acid is being investigated for use in follicular lymphoma, brain injury in intrauterine growth restricted babies, obese adolescents, and solar lentigines."	P00918; P22748; P07451; P43166; P17252; P23280; Q9ULX7; P43405; P00915; Q16790; O43570; P35218; P17612; P05771; P68400; Q14534; Q9Y2D0
DB12965	Silver	investigational; approved	23954	-	"Indicated for the treatment of acne for topical use or the management of dental caries for dental use. "	P02768; P01023; Q9Y4I5; P00450
DB09075	Edoxaban	approved	10280735	-	"Edoxaban is indicated for reducing the risk of stroke and systemic embolism (SE) in patients with nonvalvular atrial fibrillation (NVAF). However, it should not be used in patients with creatinine clearance (CrCL) > 95 mL/min because of increased risk of ischemic stroke compared to warfarin at the highest dose studied (60 mg). It is also indicated for the treatment of deep vein thrombosis (DVT) and pulmonary embolism (PE) following 5-10 days of initial therapy with a parenteral anticoagulant."	P00742
DB00364	Sucralfate	approved	70789197	-	"The sucralfate suspension [FDA label] and tablet [F4534] are used for the treatment of active duodenal ulcer for up to 8 weeks.  The tablet form may be used at a lower dose for healed duodenal ulcers, for the purpose of maintaining healing and preventing recurrence [F4519, F4534].     Sucralfate is also used in the prevention and/or treatment of gastro-esophageal reflux disease (GERD), gastritis, peptic ulcer disease, stress ulcer, in addition to dyspepsia [A177655, F4519]."	P09038; P02679; P01133; P0DJD9
DB06802	Nepafenac	investigational; approved	151075	-	"For the treatment of pain and inflammation associated with cataract surgery."	P35354; P23219
DB00367	Levonorgestrel	investigational; approved	13109	-	"**Emergency contraception**    Levonorgestrel, in the single-agent emergency contraceptive form, is indicated for the prevention of pregnancy after the confirmed or suspected failure of contraception methods or following unprotected intercourse. It is distributed by prescription for patients under 17, and over the counter for those above this age.[L7760] This levonorgestrel-only form of contraception is not indicated for regular contraception and must be taken as soon as possible within 72 hours after intercourse.[A181976,L7760] It has shown a lower efficacy when it is used off label within 96 hours.[T659]    **Long-term contraception or nonemergency contraception**    In addition to the above indication in emergency contraception, levonorgestrel is combined with other contraceptives in contraceptive formulations designed for regular use, for example with ethinyl estradiol.[L7766] It is used in various hormone-releasing intrauterine devices for long-term contraception ranging for a duration of 3-5 years.[L7778,L7781,L7787] Product labeling for Mirena specifically mentions that it is recommended in women who have had at least 1 child.[L7778] A subdermal implant is also available for the prevention of pregnancy for up to 5 years.[L7823]    **Hormone therapy and off-label uses**    Levonorgestrel is prescribed in combination with estradiol as hormone therapy during menopause to manage vasomotor symptoms and to prevent osteoporosis.[L7805]Off-label, levonorgestrel may be used to treat menorrhagia, endometrial hyperplasia, and endometriosis.[T659]"	P04150; P06401; P04278; P18405; P03372; P10275; P31645
DB14491	Ferrous fumarate	approved	6433164	-	"Used in preventing and treating iron-deficiency anemia."	P02787; P02786; Q969S2; P06746; Q9NZD4; Q9GZT9; Q96FI4; Q9BY41; P00450; Q16595; P69905; P02794; P39748
DB14490	Ferrous ascorbate	approved	54710214	-	"Used in preventing and treating iron-deficiency anemia."	P02787; P02786; Q969S2; Q16595; Q9NZD4; Q9GZT9; Q96FI4; Q9BY41; P39748; P06746; P69905; P02794; P00450
DB09269	Phenylacetic acid	approved	999	-	"For use as adjunctive therapy for the treatment of acute hyperammonemia and associated encephalopathy in patients with deficiencies in enzymes of the urea cycle."	P15121
DB09267	Strontium ranelate	approved; withdrawn	6918182	-	"Strontium ranelate is therapeutically indicated for the treatment of severe osteoperosis in: a) postmenopasual women, and b) adult men, who are at high risk of fractures, for whom treatment with other medical products approved for the treatment of osteoperosis is not possible due to, for example, contraindications or intolerance. [L1127]    In postmenopausal women, strontium ranelate can also reduce the risk of vertebral and hip fractures [L1127]."	P41180
DB09265	Lixisenatide	approved	131704317	-	"For use as an antihyperglycemic agent in the treatment of T2DM [FDA Label]."	P43220
DB09262	Imidafenacin	investigational	6433090	-	"Used in the treatment of overactive bladder [FDA Label]."	P08172; P11229; P20309
DB01230	Pemoline	illicit; investigational; approved; withdrawn	4723	-	"For treatment of Attention Deficit Hyperactivity Disorder (ADHD)"	Q01959
DB08931	Riociguat	approved	11304743	-	"Riociguat is indicated for the treatment of adults with persistent/recurrent chronic thromboembolic pulmonary hypertension (CTEPH), (WHO Group 4) after surgical treatment, or inoperable CTEPH, to improve exercise capacity and WHO functional class.  Riociguat is indicated for the treatment of adults with pulmonary arterial hypertension (PAH), (WHO Group 1), to improve exercise capacity, WHO functional class and to delay clinical worsening. Efficacy was shown in patients on Riociguat monotherapy or in combination with endothelin receptor antagonists or prostanoids. Studies establishing effectiveness included predominately patients with WHO functional class II?III and etiologies of idiopathic or heritable PAH (61%) or PAH associated with connective tissue diseases (25%)."	O75343; Q02153; Q02108; Q9NP56; P33402; P29400
DB08930	Dolutegravir	approved	54726191	-	"Dolutegravir is indicated in combination with other antiretroviral agents for the treatment of patients with HIV-1 infection that comply with the characteristics of being adults or children aged 12 years and older and present at least a weight of 40 kg.[A7520] The FDA combination therapy approval of dolutegravir and rilpivirine is indicated for adults with HIV-1 infections whose virus is currently suppressed (< 50 copies/ml) on a stable regimen for at least six months, without history of treatment failure and no known substitutions associated to resistance to any of the two components of the therapy.[L1031]"	P22309
DB08933	Luliconazole	approved	3003141	-	"Luliconazole is indicated in adults aged 18 years and older for the topical treatment of fungal infections caused by Trichophyton rubrum and Epidermophyton floccosum, specifically tinea pedis, cruris, and corporis.   "	P10613
DB08932	Macitentan	approved	16004692	-	"Macitentan is indicated for patients with pulmonary arterial hypertension."	P24530; P25101
DB08934	Sofosbuvir	approved	45375808	-	"Sofosbuvir is used in combination therapy with other antiviral medications to treat chronic hepatitis C virus (HCV) infected patients with HCV genoptypes 1-6, and to treat HCV and HIV co-infected patients. Depending on the level of cirrhosis or decompensation, combination therapy can also include either ribavirin alone or ribavirin and peg-interferon alfa.    When used in combination with [DB09027] as the combination product Harvoni, sofosbuvir has the following indications: treatment of genotypes 1, 4, 5, or 6 infection without cirrhosis or with compensated cirrhosis, in combination with [DB00811] for genotype 1 infection with decompensated cirrhosis, or in combination with [DB00811] for the treatment of genotype 1 or 4 infection who are liver transplant recipients without cirrhosis or with compensated cirrhosis.    When used in combination with [DB11613] as the combination product Epclusa, sofosbuvir is indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotypes 1, 2, 3, 4, 5, or 6 infection without cirrhosis or with compensated cirrhosis, or in combination with [DB00811] if associated with decompensated cirrhosis.    Resistance: Reduced susceptibility to sofosbuvir has been associated with the NS5B substitution mutation S282T [A19634]."	Q8IZI9
DB05187	Elafibranor	investigational	9864881	-	"Investigated for use/treatment in atherosclerosis and diabetes mellitus type 2."	Q03181; P37231; Q07869
DB05343	Arundic acid	investigational	208925	-	"Investigated for use/treatment in cerebral ischemia."	P04271
DB11942	Selinexor	investigational; approved	71481097	-	"Selinexor is indicated for the treatment of relapsed or refractory multiple myeloma in combination with dexamethasone.[label] Patients must have received at least 4 prior therapies and have disease which is refractory to least two proteasome inhibitors, at least two immunomodulatory agents, and an anti?CD38 monoclonal antibody."	O14980
DB00138	Cystine	approved; nutraceutical	67678	-	"It has been claimed that L-cysteine has anti-inflammatory properties, that it can protect against various toxins, and that it might be helpful in osteoarthritis and rheumatoid arthritis. More research will have to be done before L-cysteine can be indicated for any of these conditions. Research to date has mostly been in animal models."	O60931; P82251; Q9UPY5; Q07837
DB12141	Gilteritinib	investigational; approved	49803313	-	"Gilteritinib is indicated for the treatment of adult patients who have relapsed or refractory acute myeloid leukemia with an FLT3 mutation detected by an FDA-approved test. This indication was expanded for a companion diagnostic to include use with gilteritinib such as the LeukoStrat CDx FLT3 Mutation Assay.[L4830]    Acute myeloid leukemia is cancer that impacts the blood and bone marrow with a rapid progression. This condition produces low numbers of normal blood cells and the requirement of continuous need for transfusions.[L4832] "	P36888; Q9UM73; P34969; P30530
DB12140	Dilmapimod	investigational	10297982	-	"Dilmapimod has been used in trials studying the treatment and diagnostic of Nerve Trauma, Inflammation, Pain, Neuropathic, Arthritis, Rheumatoid, and Coronary Heart Disease, among others."	P05231; P01584; P01375; Q16539
DB12147	Erdafitinib	investigational; approved	67462786	-	"Erdafitinib is a pan-fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitor [FDA Label][A177109, A177112, A177115] that is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma that has:  i) susceptible FGFR3 or FGFR2 genetic alterations and has [FDA Label],  ii) progressed during or following at least one line of prior platinum-containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy [FDA Label].    The selection of patients for the treatment of locally advanced or metastatic urothelial carcinoma with erdafitinib should be based on the presence of susceptible FGFR genetic alterations in tumor specimens as detected by an FDA-approved companion diagnostic like the FDA approved therascreen FGFR RGQ RT-PCR Kit as developed by QIAGEN [FDA Label].    This above indication is approved under accelerated approval by the US FDA based on tumor response rate [FDA Label]. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials [FDA Label]."	P21802; P07333; P35968; P16234; P09619; P10721; P22455; P22607; P11362
DB06154	Pentaerythritol tetranitrate	approved	6518	-	"Used for the treatment of angina pectoris [L2393]."	P68871; P69905
DB06203	Alogliptin	approved	11450633	-	"Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. "	P27487
DB01088	Iloprost	investigational; approved	5311181	-	"Used for the treatment of pulmonary arterial hypertension."	P43119; P43088; Q08493; Q13258; P34995; P43115; P35408; P43116; P21731; P27815; P00750; Q07343; Q9Y5Y4; Q08499
DB01089	Deserpidine	approved	8550	-	"For the treatment of hypertension."	Q6V1X1; Q86TI2; P12821; P27487; Q05940
DB09079	Nintedanib	approved	9809715	-	"In the US, nintedanib is indicated for the treatment of idiopathic pulmonary fibrosis (IPF)[L8453] and to slow declining pulmonary function in patients with systemic sclerosis-associated interstitial lung disease.[L8462] In the EU, nintedanib is indicated in combination with docetaxel for the treatment of adult patients with metastatic, locally advanced, or locally recurrent non-small cell lung cancer of adenocarcinoma histology who have already tried first-line therapy.[L8459]"	P21802; Q02750; P08069; P52333; P36507; P08631; P35968; P07947; P29597; P11802; P04629; Q07912; P07948; P07949; P29317; P22607; Q16288; P00519; Q08881; P29376; Q13131; Q9UM73; P16234; P17948; P35916; Q05397; P06239; P08581; P11362; Q14289; P06213; P09619; P12931; P07333; P22455; Q02763; P36888; P23458; P10721; P16591; Q06187; O60674; P07332; P49841; P49840; Q16620; P08922; P06241
DB09078	Lenvatinib	investigational; approved	9823820	-	"Lenvatinib is indicated for the treatment of following conditions.    - Treatment of locally recurrent or metastatic, progressive, radioactive iodine-refractory differentiated thyroid cancer.    - Treatment of advanced renal cell carcinoma (RCC) in combination with everolimus following one prior antiangiogenic therapy.    - First-line treatment of unresectable hepatocellular carcinoma (HCC)."	P21802; P00533; P09619; P16234; P17948; P35968; P35916; P22455; P11362; P22607; P07949; P10721
DB01082	Streptomycin	vet_approved; approved	19649	-	"For the treatment of tuberculosis. May also be used in combination with other drugs to treat tularemia (Francisella tularensis), plague (Yersia pestis), severe M. avium complex, brucellosis, and enterococcal endocarditis (e.g. E. faecalis, E. faecium)."	A7ZSI5; B5RH07; B1XG23; B1XG24; C0PYY2; B4TVU3; A8A7U8; A8A0R0; C4ZUG4; C4ZUG6; B1LHB3; P0A7T8; B5F3B9; P0A7T7; Q57GI9; P0A7T3; B1LHB8; A7ZSC4; A8A5B4; A8A5B6; A8A5B9; B5YQ05; B5YQ04; B4TAV0; B5FHU4; B1IRQ1; Q0TD41; B7US99; P68684; P68685; P68682; Q2NWE7; P68680; P68681; B7LRT5; B1IPL2; B7LRT1; B7LRT0; B7LRT3; B7LRT2; A7ZTI7; B7NLN8; B7NLN3; B1IPL1; B7NLN6; B7NLN5; B7NLN4; B1IQP9; Q3YWW5; Q3YWW3; B5YSV6; Q3YWW0; B4TUF3; B4TUF2; B4TKM3; B6I1U8; Q31UZ0; B1IQ03; B1IQ00; B1IQ05; B2U395; C4ZQY2; A6TEW0; B2TY75; P60624; B7M1C5; P60626; Q1R4N3; C0Q0C4; B4SXD8; Q0T058; B7NDS9; Q31VW8; P62401; B7NDS5; B2U2T3; B5FJK8; B5FJK9; Q31VW7; B7N0W8; B7UK20; B5FJK3; A4WEK0; Q31W98; B7L4J7; Q31VW5; B7NDH0; B2U2T7; P0A7T9; B1LQM1; B6I208; B7NJS8; B1LE14; Q31VY0; Q31VW0; Q31VY2; B7LHT8; Q1R620; C0Q2L0; A8A5E9; C4ZUG9; P0A7P2; P0A7P3; P0A7P0; P0A7P1; P0A7P6; P0A7P7; P0A7P4; P0A7P5; P0A7P8; P0A7P9; B5R9F0; A8A698; B1JM17; A8AHA8; B4TXD6; B4TXD7; B4TXD1; A8A5B3; A7MNZ2; A4THT0; C4ZSS5; B4T4N1; Q321K8; Q3YWU2; B7M1L8; C0Q6G0; Q57J43; C4ZSW8; B5RGF1; A9MVN1; A9MX79; Q0T9J1; P0C020; A9MN59; P0A7R9; B6I1Q9; B5QVW5; B4TN08; B5QVW6; B7L6J0; Q9UM07; P62400; P0A7M6; B4TGH3; B5QUQ1; P0A7R5; B2U2S2; B5FN11; P0AG44; B7NLM3; B7NLM7; B7NLM8; A9MFC1; Q3YWT0; P0C021; B4TFD7; B6I2A8; A9N5Y8; B4TGH4; A7ZMI4; A7MPI4; Q6D9D4; Q0TCE5; Q0TCE4; Q0TCE7; Q0TCE6; Q0SX84; B5RAX0; B5RAX1; P68686; B7MCV7; B1IPY8; B6I242; B7MCS3; B5YTP0; A7FE70; B7NKU2; B5YTP9; Q1R6F0; P68683; P0A7L6; P0A7L7; P0A7L4; P0A7L5; P0A7L3; P0A7L0; C4ZYH8; C4ZYH9; B7MGC4; A7ZRU7; A9MSY7; B1XDV2; P0AG63; P0AG64; B1IPY3; A1AGM9; P0AG67; P0ADZ0; P0A7N1; Q0TCN6; A7ZSK6; B7MCT2; Q32B57; B7MCT0; B7N1A3; A7ZSK3; B7N1A1; Q32B52; B5R285; P0A7K2; B5R286; P0A7K6; A7ZTQ9; Q1R636; B7LZL5; Q1R638; B6I233; B6I230; B6I231; Q5PKX8; A7ZV73; B7M1P3; B7LK45; B5F7F9; B7L759; B1LHE2; B1LGF2; B7UK35; B7M1M3; P0A7U5; P0A7U4; P0A7U7; P0A7U6; P0A7U1; P0A7U0; P0A7U3; P0A7U2; P68679; A8A5A9; B7MCS9; A8A5A4; B5FJA6; A8A5A1; A8GJV2; B5FJA5; B5F7T9; B7NLN0; B5F7T4; B7NR05; P68919; Q3YVZ8; A8AQL3; B7MST2; B7LH01; A8AQL0; Q0SZX5; B4SUS9; B7MBV5; B7UIX3; B1X6G8; P60429; B7N0V1; Q329M1; P60422; P60423; A1ABQ0; B1X6G1; B1X6G6; B1X6G7; P60424; A6TG05; Q31TD3; B5F8G0; Q0TCF3; Q1R604; B5YT13; B5YT15; A9R7E4; B4TZX8; Q32FI2; Q1R6B0; B7NDV0; B1IZF7; Q31UV6; Q3YXH8; Q32BQ2; Q0SYG4; B7NKQ3; C4ZYY0; B2VCV9; B5R0S0; B5EYX3; A6TAI4; B7UK18; A1AGI7; B7M1N1; A1AGI5; Q1R609; B7NDK8; A7ZSL7; Q31VX2; B4TKL4; Q31VX7; B2U2U9; B4TKL0; Q0TCE2; Q57HZ9; B1XG70; P0A7Q1; P0A7Q0; P0A7Q3; P0A7Q2; P0A7Q5; P0A7Q4; P0A7Q7; P0A7Q6; P0A7Q9; P0A7Q8; A9MSZ2; A9MSZ3; B4TXE1; B5FJM2; B7NDR6; A1JQX1; B5F6A5; Q3YWB1; A8A599; Q0TCS4; B2VF69; A9MJT9; B7LRS5; C6DKG8; B7LRS0; B7LHZ8; B4EW58; Q0T098; B7LHZ6; B1X970; B7M100; B4TI60; Q57J38; B5RH26; B5RH21; B5RH20; B2K2I4; B7MVJ4; B7MVJ5; B1LHD1; A9MKN8; B1LHD0; B7LLY4; B1LHD3; B1LHB0; B6I437; B7NEU0; B1LHC3; B7NLL4; B7NLL6; P0C018; Q3YWU4; B1X6G0; Q3YWU0; Q3YWU3; B1LF57; Q0T003; Q31VU7; B4SUT4; B4SUT5; A7MPF5; Q0T006; A4W5T1; B1XHK3; B7UK52; A7MPH5; B4SUT9; B2U1G8; A7MPH2; Q0TCF0; Q31W63; A7MPH8; Q0TCF7; P02413; A9MN54; Q1C365; B7N102; B1LL30; P60625; Q5PJ56; P0A7M2; P0A7M9; A1AGJ3; B7N0U4; P0A7L8; A6TE47; B1IPY0; B1XHG2; B1IPY2; B1IPY5; B1IPY4; Q329B5; P0ADZ4; A8AQC0; A7ZSJ8; A7ZSJ7; A7ZSJ3; B7MCT1; B6I229; B6I228; Q1R358; B6I225; B7NTQ7; Q1R607; B6I223; B6I222; B5R5G0; B4T679; A9N520; A8A4M2; Q5PIW1; B2U1Z1; B5F7G0; A6TEV6; B7MB01; P0A7V8; P0A7V9; B4TXF0; C4ZUE9; P0A7V0; B7N181; P0A7V3; P0A7V4; P0A7V5; P0A7V6; P0A7V7; B7NLP7; B7MCR9; P0AG66; A1AGC3; B7MCR0; B7MCR2; Q0SZY8; B7N0L5; B1LGQ0; Q0SZY6; B7L847; A7ZSK8; B5YXA7; B7NGD6; B5BGY5; Q32B55; B4SYA9; Q0THB2; B1X6F1; B7NDR8; A7ZSK4; B7UK28; A7ZSK5; B7NPE2; B7ULJ1; B7NT61; B7NT60; B5F8F1; B4T9C1; A7ZSK0; B5YRA5; B7LI05; B7N1A0; B7LQD9; B5YTM5; B7M092; C0Q0A5; A8AQJ9; Q5PKU5; B5BGY1; B5BGY0; A8AQJ1; Q3YUE5; P60725; B7LRS4; B1IT04; Q1R632; B5FSA3; P60723; B5R280; B7N2E8; B7L4J5; P61179; P61178; B6I3T6; B2U2S9; B2U2S6; B2U2S7; B1LGJ6; P61177; P61176; C4ZUH2; Q32B24; P0AG51; B7LS48; B5BG21; A4WFC2; Q328J7; B1IPZ0; B4TKK4; B7UQL1; B2U2T2; B4TKK9; Q31VW2; A8A5C2; B2U2T5; Q31VW1; Q5PC32; A8A539; Q2EEQ2; Q0SYP3; B2U1V5; A1AGK6; Q0TBH3; P0ADY3; P0ADY7; P0AG48; P0AG49; P0AG46; P0AG47; Q1R4V6; P0AG45; P0A7R0; A6THB3; B2TTV0; Q1R616; P0C019; B7N1C3; P60438; B7MLK7; B7MFJ7; B5FJL3; B5YWD4; B7NDU0; B7N276; Q5PK05; Q57J33; B7LRR3; B7LRR1; B7N554; B7N553; C4ZXM8; P0AA10; B7ND54; B7M1N3; B7MCT4; Q32BE7; B7M1N0; Q1R5U1; A1AGJ7; C4ZUF4; Q57J24; C4ZUF1; B7M102; A8A0Q9; B5RH16; C4ZUF9; B7LVJ7; B1LHC9; A8A5C0; A8A5C1; B7M0U2; A8A5C4; B1LHC2; B1X6F6; P0AG65; B1LHC5; C4ZUH4; A7ZS83; B1X6H0; A9MFK9; B2U2T4; A9N240; B5FM60; A9N241; B7M4C0; B4SUU8; Q3YWV0; Q3YWV1; Q3Z264; Q3Z265; B7MAS6; B7MAS7; B4TT35; B4T3F3; Q0TCG7; Q0TCG5; Q0TCG2; B7UK43; B7UK41; B7UK40; Q5PH91; Q5PH90; B7L4L7; A6TEN8; B5YS75; B7M555; Q665U4; B5BA39; B5BGZ4; C0Q0B5; A9MN48; C0Q0B0; C0Q0B1; B1IPZ5; P0A7N4; B1IPZ1; P0A7N9; A1AGK0; A1AGK3; A1AGK2; A1AGK5; A1AGK4; B7UK38; B7UK39; A7MM78; B2TUS5; B7UK32; B7L4K6; B7L4K4; B7L4K5; B7L4K3; B7L4K0; A8AMJ6; B7UJW2; A7ZSI3; B7LRS7; B7LHP9; B7L4K8; B6I218; A8APV6; Q57PV1; Q57PV0; B6I210; Q1R612; Q1R610; B7LR53; B5BIL5; Q5PIV7; Q5PIV3; B1IX36; A6TEW1; Q0THB3; B7LQ74; B7LQ73; B1X9T1; Q5PIV8; P0A7W7; B7MCS6; B1LE15; A8ARM4; B7N192; P0A7W1; P0A7W0; B7N199; B7N198; C0Q1W9; B4F277; C4ZR79; Q31WW9; C5BF78; C4ZUG3; B7M9G4; Q1CME3; Q0SZZ4; B5RFY6; Q0SZZ1; Q0SZZ3; B5YTM9; Q0SZZ8; B7M1M2; P0AG55; B5EXE1; B7M1M5; B6I3L3; B7M1M8; B7M1M9; B5BI10; B1X6E6; B5QZ45; P60724; Q57IA6; B1X6E8; P60727; P0A7S6; P02358; P02359; P60726; P0A7X3; Q57J53; P0A7X4; P0A7X5; B7MBZ1; A9MPV4; B5F8E7; Q1RB79; B1LHC8; B5YTN0; B5YTN2; B5YTN5; B5YTN6; B5YTN7; B5YTN8; B7L6I9; A8A6G4; B6IBD5; B6IBD4; B1IQT7; B2U394; A8AQL8; B4T4N0; B1LK73; B7UJ79; Q0T0J8; B2U2R5; B1X6G3; Q1R6R5; Q57JQ0; B2U2R3; B1IPV7; A8AQL2; Q32B32; Q32B37; Q32B36; Q32B35; B5Z2K7; Q3YWU5; B7M1C4; Q0T008; A8A501; B7LCR3; A4WFD5; B5REG7; B5BKL1; B7NDT2; Q31VV9; B7NF20; B7NDT5; Q31VV7; B7UMH0; A7ZSI8; B5R290; C0Q644; C4ZUH0; P0A7J3; C4ZUH1; P0A7S9; P0A7S8; P0AG59; P61175; P0A7S3; Q1RB78; P0A7S7; P0AG50; P0A7S5; P0A7S4; Q32B47; Q32B43; Q32B40; Q3YWU8; B7NDT0; B2VGJ7; P0A7J7; Q1R626; B7NDT7; B7NDT6; B7NDT8; P62399; B5R299
DB09076	Umeclidinium	approved	11519070	-	"Indicated for the long-term, once-daily, maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD)."	P08172; P08173; P08912; P11229; P20309
DB01080	Vigabatrin	approved	5665	-	"For use as an adjunct in treatment resistant epilepsy, refractory complex partial seizures, and secondary generalized seizures. It is also used as monotherapy in infantile spasms in West syndrome."	Q9H598; Q9UBS5; P80404
DB01081	Diphenoxylate	illicit; approved	13505	-	"For as adjunctive therapy in the management of diarrhea"	P35372; P22001; P41143
DB01086	Benzocaine	investigational; approved	2337	-	"For general use as a lubricant and topical anesthetic on esophagus, larynx, mouth, nasal cavity, rectum, respiratory tract or trachea, urinary tract, vagina. It is also used to suppress gag reflex."	Q9UI33; Q14524; Q9UQD0; Q01118; P35499; P35498; Q99250; Q9Y5Y9; Q15858; Q9NY46
DB01087	Primaquine	approved	4908	-	"For the treatment of malaria."	P21397; P27338; P16083; Q12809; P11413; P08729; P31645; P69905; O95436
DB09071	Tasimelteon	investigational; approved	10220503	-	"Tasimelteon is indicated for the treatment of Non-24-Hour Sleep-Wake Disorder (N24HSWD)."	P48039; P49286
DB09070	Tibolone	investigational; approved	444008	-	"For the relief of post-menopausal symptoms and for the prevention of osteoporosis [L1724]."	P10275; P31645; P06401; P03372
DB01248	Docetaxel	investigational; approved	148124	-	"For the treatment of patients with locally advanced or metastatic breast cancer after failure of prior chemotherapy. Also used as a single agent in the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of prior platinum-based chemotherapy. It is also used in combination with prednisone, in the treatment of patients with androgen independent (hormone refractory) metastatic prostate cancer. Furthermore, docetaxel has uses in the treatment of gastric adenocarinoma and head and neck cancer. "	P68366; P68363; Q6PEY2; P10636; Q71U36; P10415; O75469; Q13509; P04350; P00533; P11137; P0DPH7; P0DPH8; Q9BUF5; P68371; P08684; Q02643; Q3ZCM7; P27816; Q9BVA1; Q9H4B7; Q9BQE3; P07437; Q13885
DB01244	Bepridil	approved; withdrawn	2351	-	"For the treatment of hypertension, and chronic stable angina (classic effort-associated angina)."	P32241; Q9UBN1; Q01064; P62955; P41586; P41587; Q06432; Q9Y698; O00257; Q99250; O60840; Q9Y3Q4; P0DP23; O60359; Q14524; Q9BXT2; P51787; Q12809; Q08289; Q9P0X4; Q7Z3S7; P63316; O43497; O00555; Q01668; Q9UF02; P0DP24; P0DP25; Q15878; P54750; Q8WXS5; P54284; Q15746; P05023; Q9H1R3; O00305; O95180; Q9NY47; Q9NY46; Q14123; Q8IZS8; P54289; Q00975; Q13936; Q13698; Q02641; P56696; P35498
DB01245	Decamethonium	approved	2968	-	"For use as a skeletal muscle relaxant"	P08172; P22303; P11230; P02708; Q15822; Q9Y5N1; P07510; Q04844; P17787; P43681; Q07001
DB01246	Alimemazine	vet_approved; approved	5574	-	"Used to prevent and relieve allergic conditions which cause pruritus (itching) and urticaria (some allergic skin reactions)."	P35367
DB01247	Isocarboxazid	approved	3759	-	"Isocarboxazid is indicated for the treatment of the enduring and debilitating symptoms of depression that have not responded to other antidepressant drugs.[L1372] Depression is a common but serious mood disorder. The patient will present changes in its feelings, thoughts, and ability to handle everyday activities. For a mood disorder to be considered as depression, the symptoms should be present for at least two weeks.[L1375]"	P21397; P27338
DB01240	Epoprostenol	approved	5280427	-	"For the long-term intravenous treatment of primary pulmonary hypertension and pulmonary hypertension associated with the scleroderma spectrum of disease in NYHA Class III and Class IV patients who do not respond adequately to conventional therapy."	P43119; Q16647; P34995; P28223; P35408; Q9H244
